PurchaseDate	PaymentType	Quantity	Car Name	Unit Price	Company Name	Payment Amount
9/15/2002	AmEx	4	Rolls-Royce: Corniche	370485	Ford Consulting	1481940
9/25/2002	Visa	2	Rolls-Royce: Corniche	370485	Frankson Media	740970
10/4/2002	AmEx	3	Rolls-Royce: Corniche	370485	Holmes World	1111455
10/5/2002	Cash	5	Rolls-Royce: Corniche	370485	Holmes World	1852425
10/8/2002	Cash	3	Rolls-Royce: Corniche	370485	Jones & Assoc	1111455
10/9/2002	Cash	5	Rolls-Royce: Corniche	370485	Development House	1852425
10/10/2002	Cash	4	Rolls-Royce: Corniche	370485	Menedez Development	1481940
10/21/2002	Master	2	Rolls-Royce: Corniche	370485	Development House	740970
10/24/2002	Master	4	Rolls-Royce: Corniche	370485	Holmes World	1481940
10/25/2002	Visa	4	Rolls-Royce: Corniche	370485	Menedez Development	1481940
11/4/2002	AmEx	4	Rolls-Royce: Corniche	370485	Hill Corporation	1481940
11/14/2002	Cash	2	Rolls-Royce: Corniche	370485	Ford Consulting	740970
11/14/2002	Master	3	Rolls-Royce: Corniche	370485	Valentine Hearts	1111455
11/24/2002	Cash	3	Rolls-Royce: Corniche	370485	Alessandro & Associates	1111455
11/25/2002	Visa	3	Rolls-Royce: Corniche	370485	McAllister Systems	1111455
12/2/2002	AmEx	3	Rolls-Royce: Corniche	370485	Holmes World	1111455
12/6/2002	Cash	3	Rolls-Royce: Corniche	370485	McAllister Systems	1111455
12/11/2002	AmEx	4	Rolls-Royce: Corniche	370485	Newman Systems	1481940
12/12/2002	AmEx	5	Rolls-Royce: Corniche	370485	Holmes World	1852425
12/13/2002	Master	5	Rolls-Royce: Corniche	370485	Valentine Hearts	1852425
12/16/2002	Visa	1	Rolls-Royce: Corniche	370485	Development House	370485
12/17/2002	AmEx	3	Rolls-Royce: Corniche	370485	Michelson Systems	1111455
1/25/2002	Visa	1	Jaguar: S-Type 3.0	44320	Mildreds World	44320
1/26/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Mildreds World	44320
2/8/2002	Master	5	Jaguar: S-Type 3.0	44320	Alessandro & Associates	221600
2/8/2002	AmEx	1	Jaguar: S-Type 3.0	44320	McAllister Systems	44320
2/9/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Alessandro & Associates	132960
2/18/2002	Cash	5	Jaguar: S-Type 3.0	44320	Hill Corporation	221600
2/24/2002	Master	1	Jaguar: S-Type 3.0	44320	Frankson Media	44320
2/26/2002	Visa	5	Jaguar: S-Type 3.0	44320	Frankson Media	221600
2/27/2002	Cash	2	Jaguar: S-Type 3.0	44320	Menedez Development	88640
3/5/2002	Cash	4	Jaguar: S-Type 3.0	44320	Jones & Assoc	177280
3/14/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Doe Enterprises	132960
3/25/2002	Visa	5	Jaguar: S-Type 3.0	44320	Jeffers Clinic	221600
4/9/2002	Master	2	Jaguar: S-Type 3.0	44320	James Systems	88640
4/15/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Alessandro & Associates	44320
4/18/2002	Visa	5	Jaguar: S-Type 3.0	44320	Jeffers Clinic	221600
4/18/2002	AmEx	2	Jaguar: S-Type 3.0	44320	McAllister Systems	88640
4/30/2002	Visa	2	Jaguar: S-Type 3.0	44320	Valentine Hearts	88640
5/2/2002	Cash	2	Jaguar: S-Type 3.0	44320	Alessandro & Associates	88640
5/6/2002	AmEx	2	Jaguar: S-Type 3.0	44320	James Systems	88640
5/8/2002	Master	1	Jaguar: S-Type 3.0	44320	Mildreds World	44320
5/15/2002	Master	3	Jaguar: S-Type 3.0	44320	Newman Systems	132960
5/17/2002	AmEx	2	Jaguar: S-Type 3.0	44320	Frankson Media	88640
5/22/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Christies House of Design	132960
5/26/2002	Master	5	Jaguar: S-Type 3.0	44320	Michelson Systems	221600
5/27/2002	Visa	3	Jaguar: S-Type 3.0	44320	Newman Systems	132960
5/28/2002	Visa	4	Jaguar: S-Type 3.0	44320	Mickeys World of Fun	177280
6/3/2002	Visa	5	Jaguar: S-Type 3.0	44320	Mildreds World	221600
6/9/2002	Cash	2	Jaguar: S-Type 3.0	44320	Ford Consulting	88640
6/13/2002	Cash	1	Jaguar: S-Type 3.0	44320	Jones & Assoc	44320
6/16/2002	AmEx	5	Jaguar: S-Type 3.0	44320	Holmes World	221600
6/19/2002	Master	2	Jaguar: S-Type 3.0	44320	Jeffers Clinic	88640
6/30/2002	Master	1	Jaguar: S-Type 3.0	44320	Jeffers Clinic	44320
7/6/2002	Visa	4	Jaguar: S-Type 3.0	44320	Christies House of Design	177280
7/7/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Christies House of Design	44320
7/9/2002	Visa	5	Jaguar: S-Type 3.0	44320	Jeffers Clinic	221600
7/11/2002	Master	2	Jaguar: S-Type 3.0	44320	Alessandro & Associates	88640
7/12/2002	AmEx	2	Jaguar: S-Type 3.0	44320	Mathewson Design	88640
7/16/2002	Visa	4	Jaguar: S-Type 3.0	44320	Valentine Hearts	177280
7/27/2002	AmEx	4	Jaguar: S-Type 3.0	44320	Mathewson Design	177280
7/30/2002	Master	1	Jaguar: S-Type 3.0	44320	Christies House of Design	44320
8/2/2002	Visa	4	Jaguar: S-Type 3.0	44320	Development House	177280
8/2/2002	Visa	3	Jaguar: S-Type 3.0	44320	Christies House of Design	132960
8/6/2002	AmEx	2	Jaguar: S-Type 3.0	44320	Michelson Systems	88640
8/7/2002	Visa	5	Jaguar: S-Type 3.0	44320	Development House	221600
8/8/2002	Master	3	Jaguar: S-Type 3.0	44320	Ford Consulting	132960
8/26/2002	AmEx	3	Jaguar: S-Type 3.0	44320	McAllister Systems	132960
8/27/2002	Cash	3	Jaguar: S-Type 3.0	44320	Christies House of Design	132960
9/8/2002	Visa	5	Jaguar: S-Type 3.0	44320	Christies House of Design	221600
9/10/2002	AmEx	4	Jaguar: S-Type 3.0	44320	Doe Enterprises	177280
9/13/2002	Master	3	Jaguar: S-Type 3.0	44320	McAllister Systems	132960
9/15/2002	Cash	4	Jaguar: S-Type 3.0	44320	Development House	177280
9/21/2002	Cash	3	Jaguar: S-Type 3.0	44320	Christies House of Design	132960
9/26/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Mildreds World	132960
9/27/2002	Cash	3	Jaguar: S-Type 3.0	44320	Mathewson Design	132960
10/2/2002	AmEx	2	Jaguar: S-Type 3.0	44320	Mathewson Design	88640
10/4/2002	Master	4	Jaguar: S-Type 3.0	44320	Jones & Assoc	177280
10/7/2002	Visa	3	Jaguar: S-Type 3.0	44320	Mildreds World	132960
10/14/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Mathewson Design	132960
10/24/2002	AmEx	5	Jaguar: S-Type 3.0	44320	Mildreds World	221600
10/29/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Ford Consulting	44320
11/3/2002	Visa	4	Jaguar: S-Type 3.0	44320	Jeffers Clinic	177280
11/4/2002	Visa	4	Jaguar: S-Type 3.0	44320	James Systems	177280
11/9/2002	Visa	5	Jaguar: S-Type 3.0	44320	Mildreds World	221600
11/12/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Hill Corporation	132960
11/14/2002	AmEx	3	Jaguar: S-Type 3.0	44320	Menedez Development	132960
11/14/2002	Master	5	Jaguar: S-Type 3.0	44320	Alessandro & Associates	221600
11/16/2002	Cash	2	Jaguar: S-Type 3.0	44320	Jones & Assoc	88640
12/2/2002	AmEx	2	Jaguar: S-Type 3.0	44320	Mickeys World of Fun	88640
12/7/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Hill Corporation	44320
12/11/2002	AmEx	1	Jaguar: S-Type 3.0	44320	Alessandro & Associates	44320
12/15/2002	Master	4	Jaguar: S-Type 3.0	44320	Jeffers Clinic	177280
1/26/2002	AmEx	3	Cadillac: Seville	49600	Holmes World	148800
1/26/2002	Master	4	Cadillac: Seville	49600	Holmes World	198400
2/2/2002	Cash	3	Cadillac: Seville	49600	Valentine Hearts	148800
2/2/2002	Master	1	Cadillac: Seville	49600	Mathewson Design	49600
2/3/2002	Cash	4	Cadillac: Seville	49600	Christies House of Design	198400
2/5/2002	Cash	5	Cadillac: Seville	49600	Newman Systems	248000
2/8/2002	AmEx	2	Cadillac: Seville	49600	Christies House of Design	99200
2/10/2002	Visa	2	Cadillac: Seville	49600	Menedez Development	99200
2/18/2002	Visa	3	Cadillac: Seville	49600	Christies House of Design	148800
2/23/2002	Cash	2	Cadillac: Seville	49600	Mathewson Design	99200
3/1/2002	AmEx	3	Cadillac: Seville	49600	Alessandro & Associates	148800
3/7/2002	Visa	4	Cadillac: Seville	49600	Christies House of Design	198400
3/12/2002	Cash	4	Cadillac: Seville	49600	Development House	198400
3/17/2002	AmEx	4	Cadillac: Seville	49600	Development House	198400
3/19/2002	AmEx	3	Cadillac: Seville	49600	Hill Corporation	148800
3/21/2002	Cash	2	Cadillac: Seville	49600	Alessandro & Associates	99200
3/25/2002	Visa	4	Cadillac: Seville	49600	Frankson Media	198400
4/2/2002	Visa	4	Cadillac: Seville	49600	Jeffers Clinic	198400
4/9/2002	Master	5	Cadillac: Seville	49600	Alessandro & Associates	248000
4/10/2002	AmEx	2	Cadillac: Seville	49600	Holmes World	99200
4/10/2002	Visa	2	Cadillac: Seville	49600	Michelson Systems	99200
4/13/2002	Visa	2	Cadillac: Seville	49600	Doe Enterprises	99200
4/13/2002	Master	1	Cadillac: Seville	49600	Christies House of Design	49600
4/28/2002	Master	1	Cadillac: Seville	49600	Mickeys World of Fun	49600
5/10/2002	AmEx	1	Cadillac: Seville	49600	Menedez Development	49600
5/11/2002	Visa	3	Cadillac: Seville	49600	Jeffers Clinic	148800
5/12/2002	Cash	3	Cadillac: Seville	49600	Jones & Assoc	148800
5/18/2002	AmEx	3	Cadillac: Seville	49600	Alessandro & Associates	148800
5/23/2002	Master	5	Cadillac: Seville	49600	Doe Enterprises	248000
5/30/2002	Cash	4	Cadillac: Seville	49600	Mildreds World	198400
6/2/2002	AmEx	3	Cadillac: Seville	49600	Christies House of Design	148800
6/3/2002	Cash	5	Cadillac: Seville	49600	Jeffers Clinic	248000
6/16/2002	Cash	4	Cadillac: Seville	49600	Mickeys World of Fun	198400
6/19/2002	AmEx	3	Cadillac: Seville	49600	Mickeys World of Fun	148800
6/21/2002	Master	4	Cadillac: Seville	49600	Jones & Assoc	198400
6/22/2002	Cash	2	Cadillac: Seville	49600	Valentine Hearts	99200
6/25/2002	Cash	4	Cadillac: Seville	49600	Doe Enterprises	198400
7/3/2002	Cash	4	Cadillac: Seville	49600	Valentine Hearts	198400
7/11/2002	Master	2	Cadillac: Seville	49600	Jeffers Clinic	99200
7/17/2002	AmEx	4	Cadillac: Seville	49600	Frankson Media	198400
7/20/2002	Visa	5	Cadillac: Seville	49600	Menedez Development	248000
7/20/2002	Cash	3	Cadillac: Seville	49600	Hill Corporation	148800
7/20/2002	Master	4	Cadillac: Seville	49600	Menedez Development	198400
8/14/2002	AmEx	5	Cadillac: Seville	49600	James Systems	248000
8/18/2002	Cash	3	Cadillac: Seville	49600	Ford Consulting	148800
8/22/2002	Master	2	Cadillac: Seville	49600	Hill Corporation	99200
8/26/2002	Visa	1	Cadillac: Seville	49600	Doe Enterprises	49600
8/30/2002	AmEx	5	Cadillac: Seville	49600	McAllister Systems	248000
9/4/2002	AmEx	5	Cadillac: Seville	49600	Christies House of Design	248000
9/8/2002	AmEx	5	Cadillac: Seville	49600	Alessandro & Associates	248000
9/9/2002	Cash	3	Cadillac: Seville	49600	Mickeys World of Fun	148800
9/9/2002	Master	5	Cadillac: Seville	49600	Development House	248000
9/19/2002	Visa	1	Cadillac: Seville	49600	Newman Systems	49600
9/20/2002	Master	5	Cadillac: Seville	49600	Valentine Hearts	248000
9/28/2002	Cash	3	Cadillac: Seville	49600	Mathewson Design	148800
10/3/2002	AmEx	5	Cadillac: Seville	49600	Christies House of Design	248000
10/4/2002	Visa	1	Cadillac: Seville	49600	Christies House of Design	49600
10/23/2002	AmEx	4	Cadillac: Seville	49600	Mildreds World	198400
10/27/2002	Cash	3	Cadillac: Seville	49600	Development House	148800
11/4/2002	AmEx	2	Cadillac: Seville	49600	Doe Enterprises	99200
11/19/2002	Cash	1	Cadillac: Seville	49600	Ford Consulting	49600
11/19/2002	Cash	2	Cadillac: Seville	49600	James Systems	99200
11/23/2002	Master	2	Cadillac: Seville	49600	McAllister Systems	99200
11/29/2002	Master	3	Cadillac: Seville	49600	Mickeys World of Fun	148800
11/30/2002	Visa	2	Cadillac: Seville	49600	Newman Systems	99200
12/3/2002	Cash	4	Cadillac: Seville	49600	Jeffers Clinic	198400
12/3/2002	Visa	5	Cadillac: Seville	49600	Christies House of Design	248000
12/4/2002	Master	5	Cadillac: Seville	49600	Mathewson Design	248000
12/6/2002	Master	5	Cadillac: Seville	49600	Development House	248000
12/10/2002	AmEx	1	Cadillac: Seville	49600	Mildreds World	49600
12/13/2002	Cash	5	Cadillac: Seville	49600	Mickeys World of Fun	248000
12/15/2002	Cash	1	Cadillac: Seville	49600	Doe Enterprises	49600
12/20/2002	Visa	1	Cadillac: Seville	49600	Hill Corporation	49600
1/23/2002	Visa	1	Cadillac: DeVille	47780	James Systems	47780
1/24/2002	Master	2	Cadillac: DeVille	47780	Mickeys World of Fun	95560
2/6/2002	AmEx	1	Cadillac: DeVille	47780	Development House	47780
2/18/2002	Cash	1	Cadillac: DeVille	47780	James Systems	47780
2/19/2002	AmEx	4	Cadillac: DeVille	47780	Hill Corporation	191120
2/22/2002	Master	5	Cadillac: DeVille	47780	Development House	238900
2/23/2002	Cash	5	Cadillac: DeVille	47780	McAllister Systems	238900
2/25/2002	AmEx	4	Cadillac: DeVille	47780	Doe Enterprises	191120
2/25/2002	AmEx	1	Cadillac: DeVille	47780	Doe Enterprises	47780
3/2/2002	Master	4	Cadillac: DeVille	47780	Menedez Development	191120
3/5/2002	Master	2	Cadillac: DeVille	47780	James Systems	95560
3/13/2002	AmEx	1	Cadillac: DeVille	47780	James Systems	47780
3/19/2002	Cash	5	Cadillac: DeVille	47780	Doe Enterprises	238900
3/26/2002	Master	2	Cadillac: DeVille	47780	Jones & Assoc	95560
3/31/2002	Master	1	Cadillac: DeVille	47780	Jones & Assoc	47780
4/7/2002	Master	3	Cadillac: DeVille	47780	Doe Enterprises	143340
4/8/2002	Cash	2	Cadillac: DeVille	47780	James Systems	95560
4/11/2002	Master	2	Cadillac: DeVille	47780	Menedez Development	95560
4/15/2002	Visa	2	Cadillac: DeVille	47780	Development House	95560
4/16/2002	Cash	3	Cadillac: DeVille	47780	Frankson Media	143340
4/22/2002	Cash	1	Cadillac: DeVille	47780	Alessandro & Associates	47780
4/26/2002	Master	3	Cadillac: DeVille	47780	Mathewson Design	143340
4/27/2002	AmEx	4	Cadillac: DeVille	47780	Ford Consulting	191120
4/28/2002	Visa	3	Cadillac: DeVille	47780	Christies House of Design	143340
5/14/2002	AmEx	1	Cadillac: DeVille	47780	Doe Enterprises	47780
5/15/2002	Cash	4	Cadillac: DeVille	47780	Jones & Assoc	191120
5/16/2002	Visa	3	Cadillac: DeVille	47780	Doe Enterprises	143340
5/25/2002	Master	3	Cadillac: DeVille	47780	Valentine Hearts	143340
5/26/2002	AmEx	4	Cadillac: DeVille	47780	Frankson Media	191120
5/27/2002	Master	1	Cadillac: DeVille	47780	Holmes World	47780
6/5/2002	Master	5	Cadillac: DeVille	47780	Newman Systems	238900
6/8/2002	Master	2	Cadillac: DeVille	47780	Jeffers Clinic	95560
6/13/2002	Visa	2	Cadillac: DeVille	47780	Hill Corporation	95560
6/13/2002	AmEx	3	Cadillac: DeVille	47780	Michelson Systems	143340
6/22/2002	Visa	1	Cadillac: DeVille	47780	Jones & Assoc	47780
7/6/2002	Visa	1	Cadillac: DeVille	47780	Valentine Hearts	47780
7/9/2002	Visa	3	Cadillac: DeVille	47780	Frankson Media	143340
7/14/2002	Master	5	Cadillac: DeVille	47780	Doe Enterprises	238900
8/2/2002	Visa	2	Cadillac: DeVille	47780	Mickeys World of Fun	95560
8/4/2002	Visa	2	Cadillac: DeVille	47780	Hill Corporation	95560
8/6/2002	Cash	2	Cadillac: DeVille	47780	Development House	95560
8/6/2002	Cash	4	Cadillac: DeVille	47780	Newman Systems	191120
8/10/2002	Cash	1	Cadillac: DeVille	47780	Christies House of Design	47780
8/23/2002	Visa	4	Cadillac: DeVille	47780	Ford Consulting	191120
8/26/2002	Cash	4	Cadillac: DeVille	47780	Michelson Systems	191120
8/27/2002	Cash	1	Cadillac: DeVille	47780	Mildreds World	47780
9/16/2002	Visa	2	Cadillac: DeVille	47780	Mathewson Design	95560
9/19/2002	Master	3	Cadillac: DeVille	47780	Ford Consulting	143340
9/19/2002	Visa	3	Cadillac: DeVille	47780	Valentine Hearts	143340
10/3/2002	Cash	1	Cadillac: DeVille	47780	Frankson Media	47780
10/11/2002	AmEx	2	Cadillac: DeVille	47780	Valentine Hearts	95560
10/14/2002	Master	2	Cadillac: DeVille	47780	Jeffers Clinic	95560
10/24/2002	Cash	4	Cadillac: DeVille	47780	Newman Systems	191120
10/24/2002	Cash	1	Cadillac: DeVille	47780	Jones & Assoc	47780
10/25/2002	Cash	2	Cadillac: DeVille	47780	Hill Corporation	95560
10/27/2002	Visa	3	Cadillac: DeVille	47780	Newman Systems	143340
11/2/2002	Visa	5	Cadillac: DeVille	47780	Newman Systems	238900
11/10/2002	AmEx	3	Cadillac: DeVille	47780	Mildreds World	143340
11/14/2002	Master	4	Cadillac: DeVille	47780	Mickeys World of Fun	191120
11/29/2002	AmEx	3	Cadillac: DeVille	47780	Frankson Media	143340
12/20/2002	Visa	4	Cadillac: DeVille	47780	James Systems	191120
1/22/2002	Master	2	Lexus: LS430	54900	Valentine Hearts	109800
1/28/2002	Visa	5	Lexus: LS430	54900	Development House	274500
1/29/2002	Master	5	Lexus: LS430	54900	Mildreds World	274500
1/30/2002	AmEx	2	Lexus: LS430	54900	Newman Systems	109800
2/2/2002	Visa	4	Lexus: LS430	54900	Hill Corporation	219600
2/2/2002	AmEx	1	Lexus: LS430	54900	Jones & Assoc	54900
2/3/2002	Visa	4	Lexus: LS430	54900	Menedez Development	219600
2/7/2002	AmEx	2	Lexus: LS430	54900	Alessandro & Associates	109800
2/12/2002	Cash	2	Lexus: LS430	54900	Frankson Media	109800
2/14/2002	AmEx	3	Lexus: LS430	54900	Menedez Development	164700
2/16/2002	AmEx	1	Lexus: LS430	54900	McAllister Systems	54900
2/25/2002	Cash	1	Lexus: LS430	54900	Mathewson Design	54900
3/9/2002	Cash	4	Lexus: LS430	54900	Holmes World	219600
3/12/2002	Master	2	Lexus: LS430	54900	Hill Corporation	109800
3/15/2002	Master	4	Lexus: LS430	54900	Mildreds World	219600
3/19/2002	Visa	2	Lexus: LS430	54900	Valentine Hearts	109800
3/20/2002	AmEx	5	Lexus: LS430	54900	Frankson Media	274500
4/4/2002	Master	3	Lexus: LS430	54900	Mathewson Design	164700
4/18/2002	Master	2	Lexus: LS430	54900	Mathewson Design	109800
4/21/2002	Cash	4	Lexus: LS430	54900	Michelson Systems	219600
5/4/2002	Visa	3	Lexus: LS430	54900	Frankson Media	164700
5/6/2002	Master	4	Lexus: LS430	54900	Menedez Development	219600
5/8/2002	Master	4	Lexus: LS430	54900	Mildreds World	219600
5/20/2002	Cash	3	Lexus: LS430	54900	McAllister Systems	164700
5/21/2002	AmEx	5	Lexus: LS430	54900	Christies House of Design	274500
5/22/2002	AmEx	5	Lexus: LS430	54900	Newman Systems	274500
5/25/2002	Master	2	Lexus: LS430	54900	Mickeys World of Fun	109800
5/27/2002	AmEx	3	Lexus: LS430	54900	Holmes World	164700
6/6/2002	Cash	2	Lexus: LS430	54900	Frankson Media	109800
6/23/2002	AmEx	5	Lexus: LS430	54900	Mildreds World	274500
7/17/2002	AmEx	2	Lexus: LS430	54900	Frankson Media	109800
7/26/2002	AmEx	2	Lexus: LS430	54900	Jones & Assoc	109800
7/27/2002	Master	3	Lexus: LS430	54900	Holmes World	164700
7/31/2002	Visa	1	Lexus: LS430	54900	Christies House of Design	54900
8/1/2002	Cash	1	Lexus: LS430	54900	James Systems	54900
8/4/2002	Visa	3	Lexus: LS430	54900	James Systems	164700
8/7/2002	Visa	3	Lexus: LS430	54900	Holmes World	164700
8/10/2002	Visa	1	Lexus: LS430	54900	Jeffers Clinic	54900
8/19/2002	Visa	1	Lexus: LS430	54900	Frankson Media	54900
8/21/2002	AmEx	3	Lexus: LS430	54900	Frankson Media	164700
8/29/2002	Master	4	Lexus: LS430	54900	Frankson Media	219600
8/29/2002	Cash	2	Lexus: LS430	54900	Alessandro & Associates	109800
9/1/2002	Master	1	Lexus: LS430	54900	Michelson Systems	54900
9/9/2002	Cash	5	Lexus: LS430	54900	James Systems	274500
10/4/2002	Visa	4	Lexus: LS430	54900	Christies House of Design	219600
10/17/2002	Cash	5	Lexus: LS430	54900	Jones & Assoc	274500
10/23/2002	AmEx	1	Lexus: LS430	54900	Jeffers Clinic	54900
10/30/2002	Visa	5	Lexus: LS430	54900	Hill Corporation	274500
10/30/2002	Master	3	Lexus: LS430	54900	Mathewson Design	164700
11/1/2002	AmEx	1	Lexus: LS430	54900	Menedez Development	54900
11/13/2002	Master	2	Lexus: LS430	54900	Doe Enterprises	109800
11/17/2002	Visa	5	Lexus: LS430	54900	Mickeys World of Fun	274500
11/22/2002	Visa	4	Lexus: LS430	54900	Jones & Assoc	219600
11/29/2002	Cash	4	Lexus: LS430	54900	Christies House of Design	219600
12/4/2002	Visa	2	Lexus: LS430	54900	McAllister Systems	109800
12/8/2002	Master	5	Lexus: LS430	54900	Christies House of Design	274500
12/16/2002	AmEx	4	Lexus: LS430	54900	James Systems	219600
1/25/2002	Master	2	Lexus: GS 430	41242	Christies House of Design	82484
1/27/2002	Cash	4	Lexus: GS 430	41242	Frankson Media	164968
2/1/2002	AmEx	4	Lexus: GS 430	41242	Michelson Systems	164968
2/8/2002	Master	1	Lexus: GS 430	41242	McAllister Systems	41242
2/13/2002	Cash	4	Lexus: GS 430	41242	Holmes World	164968
2/16/2002	AmEx	2	Lexus: GS 430	41242	Jones & Assoc	82484
2/20/2002	Visa	5	Lexus: GS 430	41242	Frankson Media	206210
3/4/2002	Cash	3	Lexus: GS 430	41242	Christies House of Design	123726
3/7/2002	Master	5	Lexus: GS 430	41242	Doe Enterprises	206210
3/8/2002	Visa	2	Lexus: GS 430	41242	Jeffers Clinic	82484
3/10/2002	Cash	2	Lexus: GS 430	41242	Holmes World	82484
3/10/2002	Cash	1	Lexus: GS 430	41242	Mildreds World	41242
3/20/2002	Cash	1	Lexus: GS 430	41242	Development House	41242
3/21/2002	Master	5	Lexus: GS 430	41242	Hill Corporation	206210
3/26/2002	Visa	1	Lexus: GS 430	41242	Ford Consulting	41242
4/4/2002	Visa	3	Lexus: GS 430	41242	Mickeys World of Fun	123726
4/7/2002	Visa	4	Lexus: GS 430	41242	Valentine Hearts	164968
4/8/2002	AmEx	3	Lexus: GS 430	41242	Michelson Systems	123726
4/15/2002	AmEx	2	Lexus: GS 430	41242	McAllister Systems	82484
4/16/2002	Cash	3	Lexus: GS 430	41242	Menedez Development	123726
5/1/2002	Master	5	Lexus: GS 430	41242	Christies House of Design	206210
5/3/2002	Master	3	Lexus: GS 430	41242	Ford Consulting	123726
5/5/2002	AmEx	3	Lexus: GS 430	41242	Frankson Media	123726
5/11/2002	Visa	2	Lexus: GS 430	41242	Frankson Media	82484
5/24/2002	AmEx	4	Lexus: GS 430	41242	Ford Consulting	164968
6/13/2002	AmEx	1	Lexus: GS 430	41242	James Systems	41242
6/13/2002	AmEx	5	Lexus: GS 430	41242	Ford Consulting	206210
6/13/2002	Master	3	Lexus: GS 430	41242	Development House	123726
6/23/2002	Cash	1	Lexus: GS 430	41242	Ford Consulting	41242
6/26/2002	Cash	4	Lexus: GS 430	41242	Doe Enterprises	164968
7/3/2002	Master	1	Lexus: GS 430	41242	Christies House of Design	41242
7/4/2002	Cash	4	Lexus: GS 430	41242	Jeffers Clinic	164968
7/12/2002	Cash	5	Lexus: GS 430	41242	Jeffers Clinic	206210
7/15/2002	Cash	3	Lexus: GS 430	41242	Jeffers Clinic	123726
7/16/2002	AmEx	5	Lexus: GS 430	41242	Hill Corporation	206210
7/16/2002	Master	3	Lexus: GS 430	41242	Jones & Assoc	123726
7/17/2002	Master	4	Lexus: GS 430	41242	Ford Consulting	164968
7/18/2002	Cash	1	Lexus: GS 430	41242	Valentine Hearts	41242
7/20/2002	Cash	3	Lexus: GS 430	41242	Christies House of Design	123726
7/29/2002	Master	5	Lexus: GS 430	41242	Valentine Hearts	206210
7/29/2002	Master	3	Lexus: GS 430	41242	Jones & Assoc	123726
8/1/2002	Cash	4	Lexus: GS 430	41242	Michelson Systems	164968
8/15/2002	Cash	4	Lexus: GS 430	41242	Frankson Media	164968
8/17/2002	AmEx	4	Lexus: GS 430	41242	Menedez Development	164968
8/29/2002	Master	2	Lexus: GS 430	41242	Frankson Media	82484
9/4/2002	Visa	1	Lexus: GS 430	41242	Michelson Systems	41242
9/4/2002	Master	2	Lexus: GS 430	41242	Jeffers Clinic	82484
9/13/2002	AmEx	1	Lexus: GS 430	41242	McAllister Systems	41242
9/15/2002	Master	1	Lexus: GS 430	41242	Jones & Assoc	41242
9/16/2002	AmEx	2	Lexus: GS 430	41242	Jeffers Clinic	82484
9/26/2002	Cash	3	Lexus: GS 430	41242	Christies House of Design	123726
9/28/2002	Master	2	Lexus: GS 430	41242	Mildreds World	82484
10/3/2002	Cash	5	Lexus: GS 430	41242	Valentine Hearts	206210
10/5/2002	Master	2	Lexus: GS 430	41242	Jones & Assoc	82484
10/6/2002	AmEx	2	Lexus: GS 430	41242	Doe Enterprises	82484
10/10/2002	Visa	2	Lexus: GS 430	41242	Hill Corporation	82484
10/13/2002	Master	3	Lexus: GS 430	41242	Mildreds World	123726
10/18/2002	Visa	5	Lexus: GS 430	41242	Alessandro & Associates	206210
10/23/2002	Visa	4	Lexus: GS 430	41242	Michelson Systems	164968
10/31/2002	Visa	2	Lexus: GS 430	41242	Hill Corporation	82484
11/9/2002	Master	2	Lexus: GS 430	41242	Jeffers Clinic	82484
11/10/2002	AmEx	5	Lexus: GS 430	41242	Jeffers Clinic	206210
11/12/2002	Cash	2	Lexus: GS 430	41242	Alessandro & Associates	82484
11/13/2002	Visa	4	Lexus: GS 430	41242	Alessandro & Associates	164968
11/13/2002	AmEx	3	Lexus: GS 430	41242	Jones & Assoc	123726
11/15/2002	Master	4	Lexus: GS 430	41242	Christies House of Design	164968
11/16/2002	AmEx	4	Lexus: GS 430	41242	Menedez Development	164968
11/26/2002	Master	4	Lexus: GS 430	41242	Development House	164968
11/26/2002	Cash	4	Lexus: GS 430	41242	Doe Enterprises	164968
11/26/2002	Visa	5	Lexus: GS 430	41242	Jeffers Clinic	206210
11/30/2002	AmEx	4	Lexus: GS 430	41242	Newman Systems	164968
12/5/2002	Cash	1	Lexus: GS 430	41242	Michelson Systems	41242
12/5/2002	Visa	4	Lexus: GS 430	41242	Mickeys World of Fun	164968
12/11/2002	Cash	4	Lexus: GS 430	41242	Christies House of Design	164968
12/13/2002	Visa	2	Lexus: GS 430	41242	Newman Systems	82484
12/15/2002	Visa	5	Lexus: GS 430	41242	Mildreds World	206210
2/1/2002	Master	1	Ford: Ranger FX-4	12565	Ford Consulting	12565
2/3/2002	Cash	5	Ford: Ranger FX-4	12565	James Systems	62825
2/3/2002	Master	1	Ford: Ranger FX-4	12565	Christies House of Design	12565
2/8/2002	Master	5	Ford: Ranger FX-4	12565	James Systems	62825
2/10/2002	Visa	3	Ford: Ranger FX-4	12565	Jones & Assoc	37695
